Pro_1	Pro_2	Pro_3	Sen_1	Sen_2	Sen_3
NUCB1	246.83	257.46	259.03	201.67	227.7	201.84
NUCB1-AS1	0.49	0	0.43	0.32	0.3	0.28
NUCB2	155.19	148.57	147.36	74.54	61.62	69
NUCKS1	160.23	151	150.39	75	69.33	68.13
NUDC	124.26	117.78	117.24	175.99	158.58	172.81
NUDCD1	17.61	17	15.95	23.5	23.77	22.63
NUDCD2	38.18	36.71	38.17	33.34	38.92	37.91
NUDCD3	31.93	32.42	34.44	49.73	50.14	47.63
NUDT1	33.95	31.35	31.53	13.91	14.17	14.65
NUDT10	0.12	0.46	0.73	0.2	0.15	0.13
NUDT11	15.8	16.53	17.41	6.33	4.95	6.79
NUDT12	9.89	9.24	10.72	4.3	4.31	4.34
NUDT13	1.63	1.84	2.06	0.84	0.37	0.97
NUDT14	10.46	11.21	11.6	26.02	20.56	24.94
NUDT15	23.24	16.1	18.17	19.05	14.42	15.27
NUDT16	18.27	17.57	16.69	22.54	20.98	20.53
NUDT16L1	42.19	44.3	46.52	54.95	46.65	49.12
NUDT16P1	0.08	0.04	0	0	0	0
NUDT17	3.12	2.57	4.29	0.45	1.58	0.6
NUDT18	24.13	27.49	25.24	10.67	8.81	11.22
NUDT19	8.6	10.22	10.45	18.54	14.9	17.05
NUDT2	38.76	37.54	37.67	34.01	38.19	39.73
NUDT21	48.5	49.86	49.35	43.08	40.86	36.65
NUDT22	34.02	39.5	35.24	74.89	95.13	89.91
NUDT3	39.19	41.21	40.24	45.44	41.66	46.11
NUDT4	13.36	16.75	16.62	8.53	10.16	7.24
NUDT4P1	0	0	0	0	0	0
NUDT4P2	102.08	113.14	104.1	52.32	60.99	52.34
NUDT5	68.58	74.28	72.79	116.38	116.93	114.33
NUDT6	5.95	7.73	4.9	3.59	6.06	4.38
NUDT7	10.7	10.28	11.26	4.74	3.6	3.78
NUDT8	4.39	4.42	3.03	7.55	6.41	7.64
NUDT9	26.01	25.66	28	26.77	20.95	24.31
NUDT9P1	0.35	0	0.16	0.23	0	0.2
NUF2	8.44	5	5.53	1.72	0.39	1.9
NUFIP1	7.22	6.17	8.13	7.04	6.65	7.38
NUFIP2	23.54	24.91	24.42	23.13	24.98	22.12
NUGGC	0.02	0	0	0	0	0.11
NUMA1	64.84	74.04	67.66	62.62	63.11	59.81
NUMB	65.56	69.43	69.89	197.81	277.3	218.11
NUMBL	46.81	51.5	49.98	28.58	30.39	27.94
NUP107	17.25	16.83	16.61	15.13	14.87	13.84
NUP133	20.28	19.42	19.25	14.59	15.49	13.99
NUP153	34.78	33.09	33.88	31.35	30.35	27.8
NUP155	14.32	12.32	12.07	12.53	13.19	12.88
NUP160	19.32	20.14	18.58	17.92	19.61	17.07
NUP188	23.44	22.08	22.63	40.39	47.92	38.7
NUP205	22.03	20.19	20.29	28.67	29.93	26.05
NUP210	0	0	0	0	0	0
NUP210L	0	0.05	0	0.02	0	0.02
NUP210P1	0	0	0	0	0	0
NUP214	15.52	15.09	14.85	13.79	15.17	12.89
NUP35	8.53	7.67	7.88	8.34	5.41	9.13
NUP37	27.08	26.66	30.87	15.84	19.1	18.21
NUP43	20.19	21.26	20.23	21.12	23.28	19.27
NUP50	29.3	24.98	28.46	41.34	37.16	37.43
NUP50-AS1	6.54	7.73	8.41	15.5	13.78	13.6
NUP54	28.91	28.68	25.78	24.64	24.16	23.54
NUP62	40.47	36.62	40.14	42.61	42.5	40.6
NUP62CL	0	0.06	0	0.08	0	0.14
NUP85	16.81	16.55	17.28	21.45	18.97	20.13
NUP88	24.68	24.46	25.92	25.88	26.15	26.86
NUP93	26.79	27.23	27.1	37.16	42.2	39.67
NUP98	37.27	36.14	37.47	43.34	41.24	37.77
NUPL1	25.16	24.73	24.56	50.03	40.03	45.83
NUPL2	16.55	16.04	17.73	21.13	20.12	20.23
NUPR1	621.26	656.18	570.91	11.67	6.28	12.48
NUPR1L	0	0	0	0	0	0
NUS1	60.11	59.25	55.32	80.91	66.86	69.76
NUSAP1	13.8	7.67	13.16	3.27	1.01	2.67
NUTF2	237.45	212.8	264.75	316.38	310.33	340.63
NUTM1	0	0.02	0	0	0	0
NUTM2A	3.69	4.18	3.95	1.27	1.1	1.55
NUTM2A-AS1	22.95	22.12	22.85	24.52	23.4	23.06
NUTM2B	1.29	1.62	1.1	0.84	0.21	0.47
NUTM2B-AS1	23.97	21.14	20.07	26.83	20.51	24.25
NUTM2D	0.94	1.15	0.77	0.44	0.42	0.2
NUTM2F	0	0	0	0	0	0
NUTM2G	0.28	0.49	0.19	0.42	0.13	0.31
NVL	16.43	14.75	16.89	13.43	10.77	11.64
NWD1	0	0	0	0.01	0	0
NWD2	0	0	0	0	0	0
NXF1	37.94	43.22	38.55	41.24	34.05	34.59
NXF2	0	0	0	0	0	0
NXF2B	0	0	0	0	0	0
NXF3	0	0	0	0	0	0
NXF4	0	0	0	0	0	0
NXF5	0	0	0	0	0	0
NXN	117.59	119.25	140.26	49.15	51.2	50.59
NXNL1	0	0	0	0	0	0
NXNL2	4.7	3.52	5.12	1.46	1.82	1.4
NXPE1	0	0	0	0	0	0
NXPE2	0	0.11	0	0	0	0
NXPE3	45.86	43.51	39.61	23.48	20.89	19.28
NXPE4	0.04	0	0	0	0	0
NXPH1	0	0	0	0	0	0
NXPH2	0	0	0	0	0	0
NXPH3	0.02	0.14	0.09	0.02	0	0.06
NXPH4	6.84	8.77	8.47	1.31	0.8	1.18
NXT1	18.71	17.14	15.39	25.65	25.43	29.23
NXT2	5.7	6.9	6.47	2.99	2.63	3.13
NYAP1	0.28	0.69	0.67	3.26	2.01	3.28
NYAP2	0	0.02	0	0.05	0	0.02
NYNRIN	15.74	15.43	13.32	4.05	9.24	5.4
NYX	0	0	0	0	0	0
OACYLP	0	0	0	0	0	0
OAF	48.28	54.44	52.56	206.87	216.16	199.73
OARD1	21.91	17.05	19.7	11.03	10.21	12.14
OAS1	2.19	1.33	1.79	2	0.5	0.95
OAS2	1.85	1.43	2.41	2.54	0.67	0.96
OAS3	10.26	6.69	7.91	10.69	3.65	4.43
OASL	0.5	0.06	0.1	0.73	0.37	0.51
OAT	89.23	87.38	98.3	114.86	124.04	115.31
OAZ1	1363.42	1311.05	1453.42	1224.08	1287.86	1351.21
OAZ2	110.25	119.69	128.06	130.85	143.4	144.71
OAZ3	3.01	2.31	0.58	4.18	4.57	3.14
OBFC1	5.99	6.28	5.96	5.19	8.1	5.74
OBP2A	0	0	0	0	0	0
OBP2B	0	0	0	0	0	0
OBSCN	6.36	8.9	7.14	2.61	4.15	2.44
OBSL1	32.34	36.58	33.75	14.28	19.41	15.22
OC90	0	0	0	0	0	0
OCA2	0.03	0.03	0	0	0.04	0
OCEL1	12.84	13.96	12.22	9.96	12.42	12.03
OCIAD1	103.71	105.8	106.62	101.21	85.08	97.85
OCIAD2	9.2	8.28	6	31.45	29.58	34.43
OCLM	0.65	0.36	0.58	0.28	0.26	0.25
OCLN	2.02	1.38	1.65	0.8	0.96	0.79
OCM	0	0	0	0	0	0
OCM2	0.17	0	0	0	0	0
OCRL	25.16	26.19	25.34	26.28	30.04	25.25
OCSTAMP	0	0	0	0	0	0
ODAM	0	0	0	0	0	0
ODC1	83.47	65.75	75.48	359.4	400.27	457.21
ODF1	0	0	0	0	0	0
ODF2	33.73	31.78	28.77	33.06	33.22	30.36
ODF2L	13.88	15.03	13.47	17.68	14.8	16.57
ODF3	0	0	0.15	0	0	0
ODF3B	0.49	0.76	0.7	0.13	0.24	0.23
ODF3L1	0.71	0.95	0.28	0.61	0.48	0.46
ODF3L2	0.17	0	0	0.07	0.28	0.27
ODF4	0	0.09	0	0	0	0
OFD1	8.12	7.67	8.67	8.81	10.14	9.29
OGDH	36.9	32.67	39.63	70.68	84.33	75.15
OGDHL	0.03	0	0	0.03	0.06	0.03
OGFOD1	43.41	39.97	40.63	61.78	51.35	53.91
OGFOD2	13.74	15.62	12.39	17.42	18.89	16.25
OGFOD3	13.81	15.3	14.65	19.35	15.37	16.81
OGFR	60.16	63.25	60.33	105.66	93.29	103.59
OGFR-AS1	0.74	0.98	1.31	0.38	0.18	0.17
OGFRL1	62.1	59.47	50.62	135.31	127.65	119.01
OGFRP1	0.23	0.41	0.53	0.29	0.64	0.52
OGG1	17.14	15.07	18.64	15.69	19.6	17.61
OGN	0.03	0.07	0.16	0	0	0
OGT	43.33	55.26	46.55	35.49	41.77	34.19
OIP5	3.8	2.99	2.41	1.27	0.46	0.97
OIP5-AS1	46.41	45.04	38.03	44.05	48.84	36.91
OIT3	0.04	0	0	0	0.06	0
OLA1	33.26	31.49	34.74	59	55.6	57.43
OLAH	0.77	0.18	0.1	10.7	10.47	16.73
OLFM1	0.08	0.2	0.06	0.28	0.49	0.11
OLFM2	4.22	6.27	3.45	5.02	15.75	5.36
OLFM3	0	0	0	0	0	0
OLFM4	0	0	0	0	0	0
OLFML1	0	0.03	0.06	0	0	0
OLFML2A	10.56	13.42	13.07	1.79	4.06	2.41
OLFML2B	0.33	0.24	0.04	0.52	0.17	0.36
OLFML3	108.88	114.95	108.14	7.24	6.33	7.19
OLIG1	0	0	0	0	0	0
OLIG2	0	0	0	0	0	0
OLIG3	0	0	0	0	0	0
OLMALINC	2.61	4.02	1.71	1.61	4.21	2.9
OLR1	52.23	60.09	60.96	2.81	0.88	2.13
OMA1	10.01	8.99	9.47	6.58	7.76	5.59
OMD	0	0	0	0	0	0
OMG	0	0	0.09	0	0	0.06
OMP	0.21	0	0	0.81	0	0
ONECUT1	0	0.09	0	0.11	0	0
ONECUT2	0.02	0.01	0	0	0	0
ONECUT3	0	0	0	0	0	0
OOEP	0	0	0	0	0	0
OOSP1	0	0	0	0	0	0
OOSP2	0	0	0	0	0	0
OPA1	26.76	25.27	27.22	30.5	28.72	28.31
OPA1-AS1	0	0	0	0	0	0
OPA3	12.95	12.65	10.79	15.08	14.32	15.25
OPALIN	0	0	0	0	0	0
OPCML	0.01	0	0	0	0.02	0.02
OPHN1	3.93	3.49	3.64	3.39	3.64	2.94
OPLAH	6.04	6.18	6.5	1.69	2.6	2.29
OPN1LW	0	0	0	0	0	0
OPN1MW	0	0	0	0	0	0
OPN1MW2	0	0	0	0	0	0
OPN1SW	0	0.09	0	0	0.1	0
OPN3	74.32	73.37	77.19	17.1	17.41	18.4
OPN4	0.04	0	0	0	0	0
OPN5	0	0	0	0	0	0
OPRD1	0	0	0	0	0	0
OPRK1	0	0	0	0	0	0.02
OPRL1	1.93	2.73	2.28	1.15	2.92	1.66
OPRM1	0	0	0	0	0.01	0.01
OPTC	0	0	0	0	0	0
OPTN	109.56	105.75	113.09	145.71	141.45	149.21
OR10A2	0	0	0	0	0	0.12
OR10A3	0	0.11	0	0	0	0
OR10A4	0	0	0	0	0	0
OR10A5	0	0	0	0	0	0
OR10A6	0.1	0	0.18	0	0	0
OR10A7	0	0	0	0	0	0
OR10AD1	0.1	0	0	0.13	0	0
OR10AG1	0	0	0	0	0	0
OR10C1	0	0	0	0	0	0
OR10G2	0	0	0	0	0	0
OR10G3	0	0	0	0	0	0
OR10G4	0	0	0	0	0	0
OR10G7	0	0	0	0	0	0
OR10G8	0	0	0	0	0	0
OR10G9	0	0	0	0	0	0
OR10H1	0	0	0	0	0	0
OR10H2	0	0	0	0	0	0
OR10H3	0	0	0	0	0	0
OR10H4	0	0	0	0	0	0
OR10H5	0	0	0	0	0	0
OR10J1	0	0	0	0	0	0
OR10J3	0	0.11	0	0	0	0.11
OR10J5	0	0	0	0	0	0
OR10K1	0	0	0	0	0	0
OR10K2	0	0	0	0	0	0
OR10P1	0	0	0	0	0	0
OR10Q1	0.09	0	0	0	0	0
OR10R2	0	0	0	0	0	0
OR10S1	0	0	0	0	0	0
OR10T2	0	0	0	0	0	0
OR10V1	0	0	0	0	0	0
OR10V2P	0	0.14	0	0	0	0
OR10W1	0	0	0	0	0	0
OR10X1	0	0	0	0	0	0
OR10Z1	0	0	0	0	0	0
OR11A1	0	0	0	0	0	0
OR11G2	0	0	0	0	0	0
OR11H1	0	0	0	0	0	0
OR11H12	0	0	0	0	0	0
OR11H2	0	0	0	0	0	0
OR11H4	0	0.11	0	0	0	0
OR11H6	0	0	0	0	0	0
OR11L1	0	0	0	0	0	0
OR12D2	0	0	0	0	0	0
OR12D3	0	0	0	0	0	0
OR13A1	0	0	0	0	0	0
OR13C2	0	0	0	0	0	0
OR13C3	0	0	0	0	0	0
OR13C4	0	0	0	0	0	0
OR13C5	0	0	0	0	0	0
OR13C8	0	0	0	0	0	0
OR13C9	0	0	0	0	0	0
OR13D1	0	0	0	0	0	0
OR13F1	0	0	0	0	0	0
OR13G1	0	0	0	0	0	0
OR13H1	0	0	0	0	0	0
OR13J1	0	0	0	0	0	0
OR14A16	0	0	0	0	0	0
OR14C36	0	0	0	0	0	0
OR14I1	0	0	0	0	0	0
OR14J1	0	0	0	0	0	0
OR1A1	0	0	0	0	0	0
OR1A2	0	0	0	0	0	0
OR1B1	0	0	0	0	0	0
OR1C1	0	0	0	0	0	0
OR1D2	0	0	0	0	0	0
OR1D4	0	0	0	0	0	0
OR1D5	0	0	0	0	0	0
OR1E1	0	0	0	0	0	0
OR1E2	0	0	0	0	0	0
OR1F1	0.1	0	0.18	0.39	0.37	0.35
OR1F2P	0.19	0	0.17	0	0.12	0.11
OR1G1	0	0	0	0	0	0
OR1I1	0	0	0	0	0	0
OR1J1	0	0	0	0.13	0	0.11
OR1J2	0.1	0.56	0	0	0.25	0.23
OR1J4	0	0.11	0	1.18	0.74	1.17
OR1K1	0	0	0	0	0.12	0
OR1L1	0	0	0	0	0	0
OR1L3	0	0	0	0	0	0
OR1L4	0	0	0	0.07	0	0.24
OR1L6	0	0	0	0.07	0	0
OR1L8	0.1	0.23	0	0.13	0	0
OR1M1	0	0	0	0	0	0
OR1N1	0	0	0	0	0	0
OR1N2	0	0	0	0	0	0
OR1Q1	0.1	0.11	0	0.26	0.61	0.23
OR1S1	0	0	0	0	0	0
OR1S2	0	0	0	0	0	0
OR2A1	0	0	0	0	0	0
OR2A1-AS1	0	0	0	0	0	0
OR2A12	0	0	0	0	0	0
OR2A14	0	0	0	0	0	0
OR2A2	0	0	0	0	0	0
OR2A20P	0	0	0	0	0	0.12
OR2A25	0	0	0	0	0	0
OR2A4	0	0	0	0	0	0
OR2A42	0	0	0	0	0	0
OR2A5	0	0	0	0	0	0
OR2A7	0	0	0	0	0	0
OR2A9P	0	0	0	0	0	0
OR2AE1	0.1	0.22	0	0	0	0
OR2AG1	0	0	0	0	0	0
OR2AG2	0.2	0	0	0	0.24	0.35
OR2AK2	0	0	0	0	0	0
OR2AP1	0	0	0	0	0	0
OR2AT4	0	0	0	0	0	0
OR2B11	0	0	0	0	0	0
OR2B2	0	0	0	0.1	0	0
OR2B3	0	0	0	0	0	0
OR2B6	0	0	0	0	0	0
OR2C1	0.28	0	0.16	0	0.11	0
OR2C3	0	0	0	0.04	0	0
OR2D2	0	0	0	0	0	0
OR2D3	0	0	0	0	0	0
OR2F1	0	0	0	0	0	0
OR2F2	0.1	0	0	0	0	0
OR2G2	0	0	0	0	0	0
OR2G3	0	0	0	0	0	0
OR2G6	0	0	0	0	0	0
OR2H1	0	0	0	0.04	0	0
OR2H2	0	0	0	0.23	0.11	0
OR2J2	0	0	0	0	0	0
OR2J3	0	0	0	0	0	0
OR2K2	0	0.11	0.18	0.26	0	0
OR2L13	0	0	0	0	0	0
OR2L1P	0	0	0	0	0	0
OR2L2	0	0	0	0	0	0
OR2L3	0	0	0	0	0	0
OR2L5	0	0	0	0	0	0
OR2L8	0	0	0	0	0	0
OR2M1P	0	0	0	0	0	0
OR2M2	0	0	0	0	0	0
OR2M3	0	0	0	0	0	0
OR2M4	0	0	0	0	0	0
OR2M5	0	0	0	0	0	0
OR2M7	0	0	0	0	0	0
OR2S2	0.18	0.2	0.16	0.12	0.11	0.1
OR2T1	0	0	0	0	0	0
OR2T10	0	0	0	0	0	0
OR2T11	0	0	0	0	0	0
OR2T12	0	0	0	0	0	0
OR2T2	0	0	0	0	0	0
OR2T27	0	0	0	0	0	0
OR2T29	0	0	0	0	0	0
OR2T3	0	0	0	0	0	0
OR2T33	0	0	0	0	0	0
OR2T34	0	0	0	0	0	0
OR2T35	0	0	0	0	0	0
OR2T4	0	0	0	0	0	0
OR2T5	0	0	0	0	0	0
OR2T6	0	0	0	0	0	0
OR2T8	0	0	0	0	0	0
OR2V1	0	0	0	0	0	0
OR2V2	0	0	0	0	0	0
OR2W1	0	0	0	0	0	0
OR2W3	0	0	0	0.13	0	0.12
OR2W5	0	0	0	0	0	0
OR2Y1	0	0	0	0	0	0
OR2Z1	0	0	0	0	0	0
OR3A1	0	0	0	0	0	0
OR3A2	0	0	0	0	0	0
OR3A3	0	0	0	0	0.12	0
OR3A4P	0	0	0	0	0	0
OR4A15	0	0	0	0	0	0
OR4A16	0	0	0	0	0	0
OR4A47	0	0	0	0	0	0
OR4A5	0	0	0	0	0	0
OR4B1	0	0	0	0	0	0
OR4C11	0	0	0	0	0	0
OR4C12	0	0	0	0	0	0
OR4C13	0	0	0	0	0	0
OR4C15	0	0	0	0	0	0
OR4C16	0	0	0	0	0	0
OR4C3	0	0	0	0	0	0
OR4C45	0	0	0	0	0	0
OR4C46	0	0	0	0	0	0
OR4C6	0	0	0	0	0	0
OR4D1	0	0	0	0	0	0
OR4D10	0	0	0	0	0	0
OR4D11	0	0	0	0	0	0
OR4D2	0	0	0	0	0	0
OR4D5	0	0	0	0	0	0
OR4D6	0	0	0	0	0	0
OR4D9	0	0	0	0	0	0
OR4E2	0	0	0	0	0	0
OR4F13P	0.04	0	0	0	0	0
OR4F15	0	0	0	0	0	0
OR4F16	0.12	0	0.11	0.04	0	0.04
OR4F17	0	0	0	0	0	0
OR4F21	0.04	0	0.04	0.01	0	0.01
OR4F29	0.12	0	0.11	0.04	0	0.04
OR4F3	0.12	0	0.11	0.04	0	0.04
OR4F4	0	0	0	0	0	0
OR4F5	0	0	0	0	0	0
OR4F6	0	0	0	0	0	0
OR4K1	0	0	0	0	0	0
OR4K13	0	0	0	0	0	0
OR4K14	0	0	0	0	0	0
OR4K15	0	0	0	0	0	0
OR4K17	0	0	0	0	0	0
OR4K2	0	0	0	0	0	0
OR4K5	0	0	0	0	0	0
OR4L1	0	0	0	0	0	0
OR4M1	0	0	0	0	0	0
OR4M2	0	0	0	0	0	0
OR4N2	0	0	0	0	0	0
OR4N3P	0	0	0	0	0	0
OR4N4	0	0	0	0	0	0
OR4N5	0	0	0	0	0	0
OR4P4	0	0	0	0	0	0
OR4Q3	0	0	0	0	0	0
OR4S1	0	0	0	0	0	0
OR4S2	0	0	0	0	0	0
OR4X1	0	0	0	0	0	0
OR4X2	0	0	0	0	0	0
OR51A2	0	0	0	0	0	0
OR51A4	0	0	0	0	0	0
OR51A7	0	0	0	0	0	0
OR51B2	0	0	0	0	0	0
OR51B4	0	0	0	0	0	0
OR51B5	0.06	0	0.11	0	0	0
OR51B6	0	0	0	0	0	0
OR51D1	0	0	0	0	0	0
OR51E1	0	0	0	0	0	0
OR51E2	0.65	0.14	0.17	0.04	0	0
OR51F1	0	0	0	0	0	0
OR51F2	0	0	0	0	0	0
OR51G1	0	0	0	0	0	0
OR51G2	0	0	0	0	0	0
OR51I1	0	0	0	0	0	0
OR51I2	0	0	0	0	0	0
OR51L1	0	0	0	0	0	0
OR51M1	0	0	0	0	0	0
OR51Q1	0	0	0	0	0	0
OR51S1	0	0	0	0	0	0
OR51T1	0	0	0	0	0	0
OR51V1	0	0	0	0	0	0
OR52A1	0	0	0	0	0	0
OR52A5	0	0	0	0	0	0
OR52B2	0	0	0	0	0	0
OR52B4	0	0	0	0	0	0
OR52B6	0	0	0	0	0	0
OR52D1	0	0	0	0	0	0
OR52E2	0	0	0	0	0	0
OR52E4	0	0	0	0	0	0
OR52E6	0	0	0	0	0	0
OR52E8	0	0	0	0	0	0
OR52H1	0	0	0	0	0	0
OR52I1	0	0	0	0	0	0
OR52I2	0	0	0	0	0	0
OR52J3	0	0	0	0	0	0
OR52K1	0	0	0	0	0	0
OR52K2	0	0	0	0	0	0
OR52L1	0	0	0	0	0	0
OR52M1	0	0	0	0	0	0
OR52N1	0	0	0	0	0	0
OR52N2	0	0	0	0	0	0.11
OR52N4	0	0	0	0	0	0
OR52N5	0	0	0	0	0	0
OR52R1	0	0	0	0	0	0
OR52W1	0	0	0	0	0	0
OR56A1	0	0	0	0	0	0
OR56A3	0	0	0	0	0	0
OR56A4	0	0	0	0	0	0
OR56A5	0	0	0	0	0	0
OR56B1	0	0	0	0	0	0
OR56B4	0.08	0.09	0	0	0	0
OR5A1	0	0	0	0	0	0
OR5A2	0	0	0	0	0	0
OR5AC2	0	0	0	0	0	0
OR5AK2	0	0	0	0	0	0
OR5AK4P	0	0	0	0	0.13	0
OR5AN1	0	0	0	0	0	0
OR5AP2	0	0	0	0	0	0
OR5AR1	0	0	0	0	0	0
OR5AS1	0	0	0	0	0	0
OR5AU1	0	0	0	0	0	0
OR5B12	0.81	0.49	0.64	0	0.11	0
OR5B17	0	0	0	0	0	0
OR5B2	0.09	0	0.32	0	0	0
OR5B21	0	0	0.18	0	0.12	0
OR5B3	0	0	0	0	0	0
OR5C1	0	0	0	0	0	0
OR5D13	0	0	0	0	0	0
OR5D14	0	0	0	0	0	0
OR5D16	0	0	0	0	0	0
OR5D18	0	0	0	0	0	0
OR5E1P	0	0	0	0.25	0	0
OR5F1	0	0	0	0	0	0
OR5H1	0	0	0	0	0	0
OR5H14	0	0	0	0	0	0
OR5H15	0	0	0	0	0	0
OR5H2	0	0	0	0	0	0
OR5H6	0	0	0	0	0	0
OR5I1	0	0	0	0	0	0
OR5J2	0	0	0	0	0	0
OR5K1	0	0	0	0	0	0
OR5K2	0	0.11	0	0	0.12	0
OR5K3	0	0	0	0	0	0
OR5K4	0	0	0	0	0	0
OR5L1	0	0	0	0	0	0
OR5L2	0	0	0	0	0	0
OR5M1	0	0	0	0	0	0
OR5M10	0	0	0	0	0	0
OR5M11	0	0	0	0	0	0
OR5M3	0	0	0	0	0	0
OR5M8	0	0	0	0	0	0
OR5M9	0	0	0	0	0	0
OR5P2	0	0	0	0	0	0
OR5P3	0	0	0	0	0	0
OR5R1	0	0	0	0	0	0
OR5T1	0	0	0	0	0	0
OR5T2	0	0	0	0	0	0
OR5T3	0	0	0	0	0	0
OR5V1	0	0	0	0	0	0
OR5W2	0	0	0	0	0	0
OR6A2	0	0	0	0.09	0	0
OR6B1	0	0	0	0	0	0
OR6B2	0	0	0	0	0	0
OR6B3	0	0	0	0	0	0
OR6C1	0	0	0	0	0	0
OR6C2	0	0	0	0	0	0
OR6C3	0	0	0	0	0	0
OR6C4	0	0	0	0	0	0
OR6C6	0	0	0	0	0	0
OR6C65	0	0	0	0	0	0
OR6C68	0	0	0	0	0	0
OR6C70	0	0	0	0	0	0
OR6C74	0	0	0	0	0	0
OR6C75	0	0	0	0	0	0
OR6C76	0	0	0	0	0	0
OR6F1	0	0	0	0	0	0
OR6K2	0	0	0	0	0	0
OR6K3	0	0	0	0	0	0
OR6K6	0	0	0	0	0	0
OR6M1	0	0	0	0	0	0.12
OR6N1	0	0	0	0	0	0
OR6N2	0	0	0	0	0	0
OR6P1	0	0	0	0	0	0
OR6Q1	0	0	0	0	0	0
OR6S1	0	0	0	0	0	0
OR6T1	0	0	0	0	0	0
OR6V1	0	0	0	0	0	0
OR6W1P	0	0	0	0	0	0
OR6X1	0	0	0	0	0	0
OR6Y1	0	0	0	0	0	0
OR7A10	0	0	0	0	0	0
OR7A17	0	0	0	0	0	0
OR7A5	0	0	0	0	0	0
OR7C1	0.1	0	0	0	0	0
OR7C2	0	0	0	0	0	0
OR7D2	0.06	0	0.05	0.04	0	0
OR7D4	0	0	0	0	0	0
OR7E12P	0	0	0	0	0.1	0
OR7E14P	0	0	0	0	0	0.1
OR7E156P	0.07	0	0	0	0	0
OR7E24	0	0	0	0	0	0
OR7E2P	0	0	0	0.36	0.34	0
OR7E37P	0.17	0	0	0.32	0.4	0.1
OR7E47P	0	0.1	0	0	0.12	0
OR7E5P	0	0	0	0	0	0
OR7E91P	0	0	0	0	0	0
OR7G1	0	0	0	0	0	0
OR7G2	0	0	0	0	0	0
OR7G3	0	0	0	0	0	0
OR8A1	0	0	0	0	0	0
OR8B12	0	0	0	0	0	0
OR8B2	0	0	0	0	0	0
OR8B3	0	0	0	0	0	0
OR8B4	0	0	0	0	0	0
OR8B8	0	0	0	0	0	0
OR8D1	0	0	0	1.99	1.13	2.39
OR8D2	0	0	0	0	0	0
OR8D4	0	0	0	0	0	0
OR8G1	0	0	0	0	0	0
OR8G2	0	0	0	0	0	0
OR8G5	0.09	0	0	0	0	0
OR8H1	0	0	0	0	0	0
OR8H2	0	0	0	0	0	0
OR8H3	0	0	0	0	0	0
OR8I2	0	0	0	0	0	0
OR8J1	0	0	0	0	0	0
OR8J3	0	0	0	0	0	0
OR8K1	0	0	0	0	0	0
OR8K3	0	0	0	0	0	0
OR8K5	0	0	0	0	0	0
OR8S1	0	0	0	0	0	0
OR8U1	0	0	0	0	0	0
OR8U8	0	0	0	0	0	0
OR9A2	0	0	0	0	0	0
OR9A4	0	0	0	0	0	0
OR9G1	0	0	0	0	0	0
OR9G4	0	0	0	0	0	0
OR9G9	0	0	0	0	0	0
OR9I1	0	0	0	0	0	0
OR9K2	0	0	0	0	0	0
OR9Q1	0	0	0	0	0	0.04
OR9Q2	0	0	0	0	0	0
ORAI1	27.94	25.04	25.98	96.79	87.57	92.09
ORAI2	27.78	28.04	25.42	39.37	34.58	34.47
ORAI3	36.41	46.73	45.71	22.26	21.05	21.12
ORAOV1	12.02	12.41	10.42	14.28	12.6	13.59
ORC1	1.31	0.69	1.11	1.06	0.45	1.05
ORC2	15.29	14.76	13.85	13.99	13.64	12.66
ORC3	25.66	27.25	28.35	27.3	23.35	25.65
ORC4	7.2	6.57	6.81	5.49	4.82	5.3
ORC5	20.32	20.78	17.48	27.22	19.02	25.7
ORC6	9.99	7.61	8.4	10.03	7.09	9.07
ORM1	0.12	0.13	0.2	0	0.14	0
ORM2	0	0	0.2	0	0	0
ORMDL1	30.35	28.65	29.81	35.39	28.45	31.03
ORMDL2	28.36	23.57	27.55	62.42	61.53	75.14
ORMDL3	77.54	80.89	75.41	76.77	72.3	71.13
OS9	336.16	357.55	361.38	215.41	206.91	210.74
OSBP	48.49	48.58	46.92	50.01	64.12	50.67
OSBP2	0.51	0.76	0.89	6.38	13.68	9.4
OSBPL10	10.79	13.03	10.17	5.81	10.39	6.92
OSBPL10-AS1	0	0	0	0	0	0
OSBPL11	14.99	15.57	14.89	15.5	16.08	13.82
OSBPL1A	57.91	46.88	51.05	13.56	13.58	14.49
OSBPL2	28.89	27.96	26.21	24.08	27.36	23.19
OSBPL3	20.93	19.87	20.03	18.88	16.17	16.75
OSBPL5	30.11	31.63	32.71	25.39	33.54	31.25
OSBPL6	3.72	4.03	3.38	5.2	6.19	4.62
OSBPL7	3.65	3.94	4.18	1.17	2.39	1.02
OSBPL8	59.01	59.26	56.08	74.38	76.45	66.35
OSBPL9	35.55	35.48	34.11	19.1	20.72	18.34
OSCAR	0.06	0.2	0.22	0.41	0.55	0.37
OSCP1	9.64	8.71	9.72	10.67	11.63	11.49
OSER1	32.78	26.71	31.71	19.82	16.58	18.81
OSER1-AS1	3.81	3.38	4.16	1.34	0.98	1.31
OSGEP	13.09	12.4	11.16	16.81	11.72	14.33
OSGEPL1	2.99	3.58	3.66	1.92	2	1.55
OSGEPL1-AS1	0.65	0.8	0.81	0.27	0.14	0
OSGIN1	23.75	20.36	23.05	12.7	9.12	9.4
OSGIN2	8.17	9.18	10.2	33.86	31.48	32.33
